Company Name,Title,Link,Snippet
Bayer,Kara Bayer - Clinical Manager Emergency Services - Gundersen ...,https://www.linkedin.com/in/kara-bayer-518a72146,Kara Bayer. Clinical Manager at Emplify Health Emergency Services. Gundersen Health System Viterbo University. La Crosse-Onalaska Area. 411 followers ...
Bayer,"Ute Lex - Associate Director, GMP Manufacturing and Clinical ...",https://www.linkedin.com/in/ute-lex-b240951b,"Associate Director, GMP Manufacturing and Clinical Supplies at Bayer HealthCare · Wide experience in pharmaceutical development from laboratory to ..."
Bayer,Carolyn Bayer - Clinical Director - Battersea Primary Care Network ...,https://uk.linkedin.com/in/carolyn-bayer-5182838b,"Carolyn Bayer. GP partner and PCN Clinical Director in Battersea, SW London. Battersea Primary Care Network UCL. London, England, United Kingdom."
Bayer,"Alex Borodin - Director - Tech Transfer, Clinical Supplies and GMP ...",https://www.linkedin.com/in/alexborodin,"Director - Tech Transfer, Clinical Supplies and GMP Operations at Bayer · Process Development leader for drug and consumer products."
Bayer,Maria Springer - Director Clinical Data Standards Governance ...,https://www.linkedin.com/in/maria-springer-94012712,Bayer HealthCare. Jul 2014 - Jun 2019 5 years. Propelled the implementation of medical data standards within ...
Bayer,"Laura Schafer, M.Sc. - Associate Director / Expert Clinical Data ...",https://www.linkedin.com/in/laura-schafer-m-sc-052a83a,Associate Director Clinical Data Engineer at Bayer · Experience: Bayer · Education: University of Medicine and Dentistry of New Jersey · Location: New York ...
Bayer,"Laurel Bayer MSN, RN, CNOR, T-CSCT - Clinical Education Manager",https://www.linkedin.com/in/laurel-bayer-msn-rn-cnor-t-csct-8b4202a4,"... director. I found a passion for nursing education, and I have a strong ... Bayer MSN, RN, CNOR, T-CSCT's profile on LinkedIn, a professional community ..."
Bayer,"surendra ramineni - Associate Director, Clinical Information ...",https://www.linkedin.com/in/surendra-ramineni-27a8715,"Associate Director, Clinical Information & Analytics at Bayer · Experience: Bayer · Location: Whippany · 500+ connections on LinkedIn."
Biogen,"Julian Easter - Director, Clinical Operations Program Leadership ...",https://uk.linkedin.com/in/julian-easter-299a7238,"Director, Clinical Operations Program Leadership, Global Clinical Operations at Biogen · Experience: Biogen · Education: University of Bristol · Location: ..."
Biogen,"Amanda Lofton Scott - Associate Director, Clinical Supply Chain ...",https://www.linkedin.com/in/amanda-lofton-scott,"Associate Director, Clinical Drug Supply at Biogen · Experience: Biogen · Education: Massachusetts College of Pharmacy and Health Sciences · Location: ..."
Biogen,"Coro Paisán-Ruiz - Associate Scientific Director, Clinical Research ...",https://www.linkedin.com/in/coro-pais%C3%A1n-ruiz-2273869,"Coro Paisán-Ruiz. Associate Scientific Director, Clinical Research, Biogen. Biogen Harvard Medical School. Cambridge, Massachusetts ..."
Biogen,"Jeremy Edgerton - Director, Clinical Development, Movement ...",https://www.linkedin.com/in/jeremyedgerton,"... Biogen · Location: Cambridge · 500+ connections on LinkedIn. View Jeremy ... Director, Clinical Development, Movement Disorders. Biogen. May 2024 ..."
Biogen,Andrew Traube-Childs - Associate Director Clinical Trial Lead - Biogen,https://uk.linkedin.com/in/andrew-traube-childs-b219309,"Associate Director, Clinical Trial Lead at Biogen · Experience: Biogen · Education: Aston University · Location: Rickmansworth · 157 connections on LinkedIn ..."
Biogen,"Mike Jozefowicz - Associate Director, Clinical Financial Operations ...",https://www.linkedin.com/in/mike-jozefowicz-770b5835,"Associate Director, Clinical Financial Operations at Biogen · Experienced Associate Director Of Technology with a demonstrated history of working in the ..."
Biogen,"Lindsey Moynihan - Clinical Administrative Specialist, CPT, CCMA ...",https://www.linkedin.com/in/lindsey-moynihan-1b8818111,"Blood Donor Program Director, Clinical Administrative Specialist, CPT · As I have worked at Biogen for most of my career , I remember my very fist interview ..."
Biogen,"Karen Turpin - Associate Director, Clinical Vendor Management ...",https://uk.linkedin.com/in/karen-turpin-04b31254,"Associate Director, Clinical Vendor Management · Experience: Biogen · Education: University of Sunderland · Location: United Kingdom · 318 connections on ..."
Biogen,Anjali Nagpal - Clinical Research Medical Director - Amgen | LinkedIn,https://www.linkedin.com/in/anjalinagpalmdphd,"Biogen. 8 years 8 months · Biogen Graphic. Senior Director, R&D Portfolio Strategy. Biogen. Jun 2022 - Oct 2023 1 year 5 months. Cambridge, Massachusetts ..."
Biogen,Mark Matzopoulos - Associate Director Clinical Trial Development ...,https://uk.linkedin.com/in/mark-matzopoulos-69007926,Associate Director Clinical Trial development · Experience: Biogen · Location: London · 500+ connections on LinkedIn. View Mark Matzopoulos' profile on ...
ICON plc,Rathidevi Purusothaman - Director - Clinical Project Management ...,https://in.linkedin.com/in/rathidevi-purusothaman-70177442,"Jul 13, 2024 ... Director - Clinical Project Management · Business professional with ... ICON plc · Education: The ICFAI University, Tripura · Location ..."
ICON plc,"Luke Gregory - Senior Director, Clinical Data Science Systems ...",https://uk.linkedin.com/in/luke-gregory-4720a431,"Senior Director, Clinical Systems at ICON plc · An experienced Biometrics leader, with a focus on Clinical Systems and Data Management."
ICON plc,Susan Kennish - Director Of Clinical Delivery - ICON plc | LinkedIn,https://www.linkedin.com/in/susan-kennish-379a8a1a,"Director Of Clinical Delivery · Experience: ICON plc · Location: Warrensburg · 142 connections on LinkedIn. View Susan Kennish's profile on LinkedIn, ..."
ICON plc,"Vanessa Tierney - Senior Director, Clinical Data Management ...",https://uk.linkedin.com/in/vanessa-tierney-97886410,"Clinical Operations Professional · Experience: ICON plc · Location: London · 349 connections on LinkedIn. View Vanessa Tierney's profile on LinkedIn, ..."
ICON plc,"Marco Perfetti - Director, Clinical Systems - ICON plc | LinkedIn",https://www.linkedin.com/in/marco-perfetti-b75b9126,"Director, Clinical Systems at ICON plc · Experienced manager with demonstrated skills in managing people, EDC study development, ..."
ICON plc,Aparna Parikh - Executive Director -Center for Pediatric Clinical ...,https://in.linkedin.com/in/aparna-parikh-19351a51,Executive Director - Center for Pediatric Clinical Development at ICON plc (PRA Health Sciences acquired by ICON plc) · Experience: ICON plc · Education: ...
ICON plc,Victoria DeVeaugh-Geiss - Director Clinical Delivery - ICON plc ...,https://www.linkedin.com/in/victoria-deveaugh-geiss-92b06913,"Director, Clinical Delivery at ICON plc · A quality-conscious and results driven Director of Clinical Delivery overseeing a complex strategic account ..."
ICON plc,"Steven Dodd - Vice President, ICON Early Clinical and Bioanalytical ...",https://www.linkedin.com/in/steven-dodd-309a175,"Executive Director, Sales Strategy at ICON plc · Experience: ICON plc · Education: Randolph-Macon College · Location: Chesterfield · 500+ connections on ..."
ICON plc,"Darlene Cantrelle, MBA - Director, Clinical Trial Management - ICON ...",https://www.linkedin.com/in/darlene-cantrelle-mba,"ICON plc University of South Carolina Darla Moore School of Business. Lansdale, Pennsylvania, United States. 701 followers 500+ connections."
ICON plc,Krista Reyna - Director Early Phase Clinical Data Science - ICON plc ...,https://www.linkedin.com/in/krista-reyna-bb8738a2,Director of Early Phase Clinical Data Science at ICON · Team and client focused Director ... ICON plc · Education: Kansas State University · Location: Lenexa · ...
Astellas Pharma,"Michael Underhill - Sr Director, Clinical Data and Information ...",https://www.linkedin.com/in/mgujr,"Sr Director, Clinical Data and Information Strategy at Astellas Pharma US · Pharmaceutical industry professional with over 20 years of experience designing, ..."
Astellas Pharma,"Cheryl Mahon, Pharm.D. - Executive Director - Clinical Supply Chain ...",https://www.linkedin.com/in/cheryl-mahon-pharm-d-19a69a6,"Executive Director, Clinical Supply Chain, Astellas · Experience: Astellas Pharma US · Education: University of Illinois at Urbana-Champaign · Location: ..."
Astellas Pharma,"Kate Marshall - Senior Director, Clinical Operational Excellence ...",https://www.linkedin.com/in/kate-marshall-lz,"... Astellas Pharma · Location: Lake Zurich · 500+ connections on LinkedIn. View ... Senior Manager and Associate Director, Clinical Site Management."
Astellas Pharma,"Alaina Calhoun - Sr. Director, Clinical Program Management ...",https://www.linkedin.com/in/alaina-calhoun-04275b6,"Sr. Director, Clinical Program Manager · Experience: Astellas Pharma US · Education: DePaul University · Location: Greater Chicago Area · 196 connections on ..."
Astellas Pharma,"Sonja Medley-Wilson - Associate Director, Clinical Program ...",https://www.linkedin.com/in/sonja-medley-wilson-1789618,Associate Director at Astellas Pharma US · Experience: Astellas Pharma US · Education: A.T. Still Universty · Location: Denver Metropolitan Area · 192 ...
Astellas Pharma,"Stan Gill - Executive Director, Global Clinical Pharmacology ...",https://www.linkedin.com/in/stan-gill-364a6aa,"Executive Director, Global Clinical Pharmacology & Exploratory Development Science at Astellas Pharma · Experience: Astellas Pharma · Location: Deerfield ..."
Astellas Pharma,"Gaby Graterol, MPH, RQAP-GCP - Associate Director Clinical ...",https://www.linkedin.com/in/gabrielagottlieb,"Experience · Associate Director Clinical Quality Assurance. Astellas Pharma US · Prodeon Medical, Inc. Graphic · Terumo Medical Corporation Graphic. Clinical ..."
Astellas Pharma,Wei Han - Associate Director RWE Clinical Development ...,https://www.linkedin.com/in/wei-han-49a85512,"Associate Director RWE Clinical Development Applications at Astellas Pharma US · Highly motivated, ambitious, and passionate, working with real world data."
Astellas Pharma,Loreen Quarshie - Director Clinical Program Management - Astellas ...,https://www.linkedin.com/in/loreen-quarshie-51137728,"Jun 1, 2024 ... Director at Astellas Pharma · Experience: Astellas Pharma US · Location: Deerfield · 365 connections on LinkedIn."
Astellas Pharma,"Maggie Liosatos - Senior Director, Clinical Program Management ...",https://www.linkedin.com/in/maggie-liosatos-1316286,"at Astellas Pharma · Experience: Astellas Pharma · Location: Evanston · 500+ connections on LinkedIn. View Maggie Liosatos' profile on LinkedIn, ..."
West Pharmaceutical,Thomas Stock - Principle-Pharmaceutical Clinical Development ...,https://www.linkedin.com/in/thomas-stock,Associate Medical Director and Clinical Research Investigator. West Pharmaceutical Services-GFI Research Center (now dba Covance Clinical Reasearch Unit).
West Pharmaceutical,"Steve White CPA - Director of Tax - ICON Clinical Research, LLC ...",https://www.linkedin.com/in/steve-white-cpa-32649518,"Director of Tax at ICON Clinical Research, LLC · Senior Tax Director of ... 2000 - 2003 3 years. Thorofare, NJ. West Pharmaceutical Services Graphic. Tax ..."
West Pharmaceutical,"Linda Curtis - Clinical Director - BEYOND EXPECTATION, LLC ...",https://www.linkedin.com/in/linda-curtis-2ba16b26b,"Clinical Director at BEYOND EXPECTATION, LLC · Experience: BEYOND EXPECTATION, LLC · Location: Las Vegas. View Linda Curtis' profile on LinkedIn, ..."
West Pharmaceutical,Linda Curtis - CLINICAL SUPPORT MANAGER - RENO ...,https://www.linkedin.com/in/linda-curtis-2664bb68,PATIENT EXPERIENCE LIAISON at RENO ORTHOPAEDIC CLINIC · Experience: RENO ORTHOPAEDIC CLINIC · Education: University of Nevada-Reno · Location: Reno · 56 ...
West Pharmaceutical,Eric Abanquah - Director of Clinical Services - CerpassRx | LinkedIn,https://www.linkedin.com/in/eric-abanquah-70234a53,Pharmacy Intern. Giant Eagle. Nov 2009 - Jun 2013 3 years 8 months. West Pharmaceutical Services Graphic. Analytical Chemist. West Pharmaceutical Services. Aug ...
West Pharmaceutical,"Andrea P. - Associate Director, Clinical Supply and Logistics ...",https://www.linkedin.com/in/andrea-p-b32833a,"West Pharmaceutical Services Graphic. Production Planning Project Manager. West Pharmaceutical Services. 1996 - 2000 4 years. Lakewood, NJ. Validation ..."
West Pharmaceutical,"Kelli DiFrancesco - Associate Director, Clinical Trial Drug Supply ...",https://www.linkedin.com/in/kelli-difrancesco-a034181b3,"Associate Director, Clinical Trial Supply Management at Syneos Health ... West Pharmaceutical Services. These experiences have culminated in Kelli ..."
West Pharmaceutical,"Maya Yurista - QA Project Manager - HaMaDa Regulatory, Clinical ...",https://il.linkedin.com/in/maya-yurista-a5564548,"QA Project Manager at HaMaDa Regulatory, Clinical & Quality Affairs · Quality Assurance director and engineer (Captain rank officer) with vast experience ... West ..."
West Pharmaceutical,"Jeremiah Phillips - Manager, Clinical Specialists - WCG ACI Clinical ...",https://www.linkedin.com/in/jeremiah-phillips-aa0a0187,"West Pharmaceutical Services Graphic. Analytical Chemist. West Pharmaceutical Services. Jan 2007 - May 2008 1 year 5 months. Lionville, Pennsylvania. Colorcon ..."
West Pharmaceutical,"Joseph Tirrell - Retired---Director, Validation & Technical Services ...",https://www.linkedin.com/in/joseph-tirrell-9a6499a9,"... Director of Validation and Technical Services, I manage, establish and execute ... West Pharmaceutical Services Graphic. Sr. Process Engineer. West ..."
BeiGene,"Stefano Ferrara – Director, Clinical Science – BeiGene | LinkedIn",https://ch.linkedin.com/in/stefano-ferrara-,"Director, Clinical Science, BeiGene | Oncology Clinical Development Expert | Save the Children Supporter | Advocating for Cancer Treatment Accessibility ..."
BeiGene,Oz Karca - Director - Clinical Supply Chain Management - BeiGene ...,https://www.linkedin.com/in/oz-karca-82116b1a?trk=people-guest_people_search-card,"Director - Clinical Supply Chain · Experience: BeiGene · Location: United States · 331 connections on LinkedIn. View Oz Karca's profile on LinkedIn, ..."
BeiGene,"Caroline Fragata - Associate Director, Regional Clinical Study ...",https://www.linkedin.com/in/carolinefragata,"Associate Director, Regional Clinical Study Management at Beigene · Over 22 years of clinical trial experience in both the pharmaceutical and CRO settings ..."
BeiGene,"Patricia T. - Sr. Director, GCO Clinical Program Lead - BeiGene",https://www.linkedin.com/in/patricia-tramontana,"Sr. Director, GCO Clinical Program Lead - Hematology at BeiGene · Experience: BeiGene · Location: Bridgewater · 376 connections on LinkedIn."
BeiGene,"Evelyn Perillo - DIRECTOR, GLOBAL TECHNOLOGY SOLUTIONS ...",https://www.linkedin.com/in/evelyn-perillo-b4a2a2300,"Director, Global Technology Solutions, Clinical Systems @ Beigene >>> Pharmacovigilance | Clinical Operations | Biopharmaceuticals | Innovation, ..."
BeiGene,"Juan Liu - Sr. Director, Clinical Operations Excellence - BeiGene ...",https://www.linkedin.com/in/juan-liu-3263a511a,"BeiGene - Director, Clinical Operations Excellence · Experience: BeiGene · Location: Shanghai · 87 connections on LinkedIn. View Juan Liu's profile on ..."
BeiGene,Sabine Stegner - Director Global Clinical Operations Compliance ...,https://de.linkedin.com/in/sabinestegner/en,Experience · BeiGene Graphic. Director Global Clinical Operations Compliance · Novartis Business Services Graphic. LDC Global Program Director Medical Affairs.
BeiGene,Natasha Angra - Global Clinical Program Lead - AstraZeneca ...,https://www.linkedin.com/in/natasha-angra-65181093,"Global Clinical Program Lead. AstraZeneca. Sep 2023 ; Senior Director of Clinical Science, Clinical Development Lead. BeiGene. May 2022 ; Medical Director."
BeiGene,Jane Lindsay - Associate Director Regional Clinical Study ...,https://uk.linkedin.com/in/jane-lindsay,Jane Lindsay. Clinical Operations Leader with a wealth of experience in building and driving teams to success. BeiGene University of Portsmouth ...
BeiGene,Maria Magdalena Borda – Global Head Clinical Compliance ...,https://ch.linkedin.com/in/maria-magdalena-borda-400a0310,Global Head Clinical Compliance at BeiGene · I am passionate about developing people and driving change for the benefits of organizations and talents.
Teva Pharmaceutical Industries,"Judith Zwickel - Senior Director, Global Clinical Operations Lead ...",https://il.linkedin.com/in/judith-zwickel-90285a4,"Senior Director, Global Clinical Lead for CNS/Pain at Teva Br · Experience: Teva Pharmaceutical Industries Ltd Israel · Education: Tel Aviv University ..."
Teva Pharmaceutical Industries,Efrat Rubinstein - Non clinical safety team leader - Teva ...,https://il.linkedin.com/in/efrat-rubinstein-a3601915,"Director, Nonclinical safety team leader, Teva Pharmaceutical Industries Ltd. · Vast experience in non-clinical safety development of small molecules and ..."
Teva Pharmaceutical Industries,"Iris Culbert, MSHS, PMP - Associate Director of Clinical Operations ...",https://www.linkedin.com/in/iris-culbert-pmp,"Senior Clinical Project Manager, Global Operations. Teva Pharmaceutical Industries Ltd. Mar 2007 - Dec 2013 6 years 10 months. Kansas City, Missouri Area."
Teva Pharmaceutical Industries,"Orna Tohami - Associate Director, Clinical Development - Teva ...",https://il.linkedin.com/in/orna-tohami-3ba1a2ba,"Associate Director, Clinical Development, Neuropsychiatry at Teva ... Teva Pharmaceutical Industries Ltd Israel. Jan 2008 - Apr 2018 10 years 4 ..."
Teva Pharmaceutical Industries,Yona Shemesh - Associate Director IT R&D Clinical Operations ...,https://il.linkedin.com/in/yona-shemesh-6aa23712,Director IT R&D Global Clinical Operations and Veeva Governance Lead · Experience: Teva Pharmaceuticals · Education: Bar-Ilan University · Location: Israel ...
Teva Pharmaceutical Industries,"Irit Tzuk - Head of QA, Clinical Supplies - Teva Pharmaceutical ...",https://il.linkedin.com/in/irit-tzuk-89164453,"Irit Tzuk. Head of QA, Clinical Supplies at Teva Pharmaceutical Industries Ltd. Teva Pharmaceutical Industries Ltd. Israel. 4 followers 3 connections."
Teva Pharmaceutical Industries,Tamar Erez - Associate Director in Global Clinical Development ...,https://il.linkedin.com/in/tamar-erez-a01b394,"Global Regulatory Medical Writing - Manager. Teva Pharmaceutical Industries Ltd. 2014 - 2015 1 year. Managed a cross functional global team (US, EU and Israel)"
Teva Pharmaceutical Industries,Ephry Gilad - Contract Clinical Trial consulted - Ephry Gilad | LinkedIn,https://il.linkedin.com/in/ephry-gilad-45246020,Director of CTTI (Clinical Trial Teva Israel) Department. Teva Pharmaceutical Industries Ltd. Sep 2008 - Dec 2011 3 years 4 months. Israel. Responsibilities ...
Teva Pharmaceutical Industries,"Hadas Potashnik - Director, Clinical QA - BioLineRx | LinkedIn",https://il.linkedin.com/in/hadas-potashnik-875bb811,Teva Pharmaceutical Industries Ltd. Nov 2009 - Sep 2016 6 years 11 months. Clinical Supplies QA. Teva Pharmaceutical Industries Ltd. 2008 - 2009 1 year ...
Teva Pharmaceutical Industries,Ronnie Rosen - Clinical Manager - Weizmann Institute of Science ...,https://il.linkedin.com/in/ronnie-rosen-1324a24a,"... Director and a QP. Teva Pharmaceutical Industries Ltd. 6 years. Project Portfolio Manager, Teva International Group. Teva ..."
BioNTech,"Mary Marovich - Medical Director, Clinical Development - BioNTech ...",https://www.linkedin.com/in/mary-marovich-55006823a,"Medical Director, Clinical Development · Experience: BioNTech SE · Location: Bethesda · 313 connections on LinkedIn. View Mary Marovich's profile on ..."
BioNTech,"Kyle Newton - Associate Director, Clinical Trial Supply Management ...",https://www.linkedin.com/in/kjnewton1,"Associate Director | Clinical Trial Supply Management, IRT Systems at BioNTech · Experience: BioNTech SE · Location: United States · 500+ connections on ..."
BioNTech,"Adam Boyles - Associate Director, Global Clinical Development ...",https://www.linkedin.com/in/adam-boyles-a18178200,"Associate Director, Global Clinical Development Operations Training ... BioNTech SE · Location: Los Angeles Metropolitan Area · 134 connections on ..."
BioNTech,"Walter Liau, PhD - Associate Director, Clinical Trials Supply ...",https://www.linkedin.com/in/walter-liau-phd-63912757,"Strong research professional with a Doctor of Philosophy (Ph.D.) focused in Bioengineering from University of California, Los Angeles. Experience. BioNTech SE ..."
BioNTech,"Kelly Koziol - Associate Director, Clinical Trial Supply Management ...",https://www.linkedin.com/in/kelly-koziol-0717397,"Kelly Koziol. RTSM Operations Leader. BioNTech SE Seton Hall University. Colchester, Connecticut, United States."
BioNTech,"Kristin Carey - Director, Clinical QA Compliance - BioNTech SE ...",https://www.linkedin.com/in/kristin-carey-61a91014,"Director, Clinical QA Compliance, BioNTech, · Experience: BioNTech SE · Location: Bethlehem · 267 connections on LinkedIn. View Kristin Carey's profile on ..."
BioNTech,"Heidi Gillenwater - VP Clinical Development, Cell and Gene ...",https://www.linkedin.com/in/heidi-gillenwater,"... BioNTech SE · Location: Greater Charlottesville Area · 500+ connections on ... Medical Director, Medical Affairs. Onyx Pharmaceuticals. Oct 2007 - Aug ..."
BioNTech,"Joshua Davis - Associate Director, Business Analyst - Clinical ...",https://www.linkedin.com/in/joshua-davis-b95a2b16,Business Analyst at BioNTech · Experience: BioNTech SE · Location: New York City Metropolitan Area · 500 connections on LinkedIn. View Joshua Davis' profile ...
BioNTech,Provia Ainembabazi - Associate Director (Educational) Clinical ...,https://www.linkedin.com/in/provia-ainembabazi-5b8199122,Provia Ainembabazi. Clinical trials management and Leadership| Clinical trials monitoring| Quality management |Research Operational excellence. BioNTech SE The ...
BioNTech,Christina Neske - Associate Director Non-clinical Safety - BioNTech ...,https://de.linkedin.com/in/christina-neske/en,Associate Director Non-clinical Safety. BioNTech SE. Apr 2023 - Present 1 year 5 months. CureVac. 6 years 7 months · CureVac Graphic. Senior Manager Toxicology.
LabCorp,Trish Hodgson - Global Director - LabCorp Clinical Trials | LinkedIn,https://www.linkedin.com/in/trish-hodgson-0881a5268,Global Director at LabCorp Clinical Trials · Experience: LabCorp Clinical Trials · Location: United States · 2 connections on LinkedIn.
LabCorp,"Cherub Kim - Director, Medical Affairs and Clinical Informatics Lead ...",https://www.linkedin.com/in/cherub-kim-2113a8221,Medical Affairs · Experience: Labcorp · Education: NYU Grossman School of Medicine · Location: Indianapolis · 357 connections on LinkedIn.
LabCorp,"Karla Walker - Director, Clinical Laboratory - Medtox Laboratories ...",https://www.linkedin.com/in/karla-walker-1289ba9b,"Director, Clinical Laboratory at Medtox Laboratories (LabCorp) · Experience: Medtox Laboratories (LabCorp) · Location: St Paul · 10 connections on LinkedIn."
LabCorp,Victoria Caligiuri Bailey - National Director of Regional Clinical ...,https://www.linkedin.com/in/victoria-caligiuri-bailey,"Aug 3, 2024 ... National Operations Director|Labcorp Regional Research-Clinical Trials|Medical Technologist|Cincinnati · Experience: Labcorp · Education: ..."
LabCorp,Alesha Daugherty - Proposal Manager II - Pre-Clinical Medical ...,https://www.linkedin.com/in/alesha-daugherty-77754499,"Proposal Manager II - Pre-Clinical Medical Device at Labcorp. Labcorp Purdue University. Greenfield, Indiana, United States. 179 followers 181 connections. See ..."
LabCorp,"Kalynn Baumann, MLS(ASCP) - Director, Global Clinical Pathology ...",https://www.linkedin.com/in/kalynn-baumann-mls-ascp-5a332b88,"Director - Global Clinical Pathology Sevices, Dose Analysis and Specialty Pathology Services at Labcorp · Experienced healthcare leader, skilled in leading ..."
LabCorp,Yanjun Jiang - Associate Clinical Laboratory Director - Labcorp ...,https://www.linkedin.com/in/yanjun-jiang-4b6048234,Associate Clinical Laboratory Director · Experience: Labcorp · Location: United States · 91 connections on LinkedIn. View Yanjun Jiang's profile on LinkedIn ...
LabCorp,"Stephen Moore, MBA, PHD, FACMG - Clinical Lab Director - Labcorp",https://www.linkedin.com/in/stephen-moore-mba-phd-facmg-8313502,"Experience: Labcorp · Location: Portland · 500+ connections on LinkedIn. View Stephen Moore, MBA, PHD, FACMG's profile on LinkedIn, a professional community ..."
LabCorp,Celeste Riley MD - Anatomic/Clinical Pathologist and Medical Director,https://www.linkedin.com/in/celeste-riley-md-8b26b2273,"Anatomic/Clinical Pathologist and Medical Director at Labcorp · I am a dedicated Pathologist who has 28 years of experience in Anatomic/Clinical Pathology, ..."
LabCorp,Alex Katayev - Director of Clinical Science Assessment - LabCorp ...,https://www.linkedin.com/in/alex-katayev-27b69223,Director of Clinical Science Assessment at LabCorp · Experience: LabCorp · Location: Elon · 1 connection on LinkedIn. View Alex Katayev's profile on ...
Baxter,Deborah Kasprowicz - Director of Clinical Operations and Medical ...,https://www.linkedin.com/in/deborah-kasprowicz-1155b8a,"Director of Clinical Operations and Medical Writing at Baxter Healthcare Corporation · Manager, Clinical Development and Operations · Experience: Baxter ..."
Baxter,"Dorothy Craft, MSN, RN - CDN - Associate Clinical Director - Baxter ...",https://www.linkedin.com/in/dorothy-craft?trk=public_profile_browsemap,"Associate Clinical Director at Baxter Healthcare Corporation · Strategic Account, National Clinical Lead with a successful history of managing teams and ..."
Baxter,"Lisa Baxter - Clinical Director, Inpatient Wound and Ostomy Team ...",https://www.linkedin.com/in/lisa-baxter-60b0939,"Lisa Baxter. Wound, Ostomy, and Continence Nurse at Tufts Medical Center. Tufts Medical Center Saint Anselm College. Haverhill, Massachusetts ..."
Baxter,Cory Baxter - Clinical Director - DeWitt County Human Resource ...,https://www.linkedin.com/in/cory-baxter-39938550,Cory Baxter. Clinical Director at DeWitt County Human Resource Center. DeWitt County Human Resource Center Illinois State University. Clinton ...
Baxter,"Deborah Connolly, MSN - National Accounts Associate Clinical ...",https://www.linkedin.com/in/deborah-connolly-msn-4a08154b,Associate Clinical Director | Baxter Healthcare Corporation · Nurse Leader with 23 years of progressive leadership experience. Effective at uniting and ...
Baxter,"Kristen Baxter - Clinical Director - Pappas OPT Physical, Sports ...",https://www.linkedin.com/in/kristen-baxter-b8a00a25a,"Kristen Baxter. --. Pappas OPT Physical, Sports & Hand Therapy University of New England. Warwick, Rhode Island, United States. 20 followers 20 ..."
Baxter,"Christy Baxter - Clinical Director - Palm Beach Pediatrics, PA ...",https://www.linkedin.com/in/christy-baxter-364147202,"Christy Baxter. --. Palm Beach Pediatrics, PA Regis College. Port St Lucie, Florida, United States. 5 followers 4 connections. See your mutual ..."
Baxter,"Jo-Zahn Baxter - Director, Clinical Excellence - Axtria - Ingenious ...",https://www.linkedin.com/in/jozahn,Jo-Zahn Baxter. Clinical Research Professional | eScreening & EHR-to-EDC Product Development | Customer Experience Advocate | Cross Functional Collaborator | ...
Baxter,Kristin Baxter - Clinical Director and BCBA - ABA Connections of ...,https://www.linkedin.com/in/kristin-baxter-5bb0b3148,"Kristin Baxter. Board Certified Behavior Analyst. ABA Connections of Central Michigan, LLC Capella University. Greater Saginaw-Midland-Bay City ..."
Baxter,Jeannie Baxter - Clinical Research Manager - University of Texas ...,https://www.linkedin.com/in/jeannie-baxter-97483516,"Jeannie Baxter. Clinical Research Manager, Advanced Imaging Research Center. University of Texas Southwestern Medical Center. Dallas, Texas ..."
Sandoz Group,Anatoly Podshivalov – Medical Adviser. Clinical trials. – ZAO FP ...,https://ru.linkedin.com/in/anatoly-podshivalov-22a68763,"Marketing manager. Biochemie GmbH (Sandoz group). янв. 1994 г. – февр. 2003 г. 9 лет 2 месяца. promotion of company products, registration in CIS, head of ..."
Genmab,"Joseph Rubino - Senior Director, Head of Business Effectiveness ...",https://www.linkedin.com/in/joseph-rubino-bba07522,"Senior Director, Team Lead, Clinical Research Scientist at Genmab · Driven, self-motivated, clinical research professional with &gt;20 years of clinical ..."
Genmab,"Caroline Neyt - Associate Director, Clinical Data Management ...",https://be.linkedin.com/in/caroline-neyt,"Associate Director, Clinical Data Management Operations · Team leader ... Genmab · Education: Université libre de Bruxelles · Location: Mons · 500+ ..."
Genmab,"Abdelhak Ramdani - Associate Director, Clinical Data Standards ...",https://be.linkedin.com/in/abdelhak-ramdani-669b33a,"Associate Director, Clinical Data Standards, Clinical Data Management at Genmab · Experience: Genmab · Location: Charleroi Metropolitan Area · 296 ..."
Genmab,Lamar Eaton - Senior Clinical Specialist - Genmab | LinkedIn,https://www.linkedin.com/in/lamareaton,"Director, Clinical Scientist at Genmab · Driven individual with over 20 years of experience in pharmaceutical industry and clinical research with a focus on ..."
Genmab,"Traci W. - Director, eTMF Management Team Lead, Clinical ...",https://www.linkedin.com/in/traci-w-70431350,"Director, eTMF Management Team Lead, Clinical Oversight · • 19 years of ... Genmab · Education: Belleville University · Location: United States · 492 ..."
Genmab,"AnneMarie Winkler - Associate Director, Clinical Trial Optimization ...",https://www.linkedin.com/in/annemarie-winkler,Clinical Trial Patient Engagement | Rare Disease & Oncology Recruitment | Enhancing the Patient Experience | Championing the Patient Voice in PFDD. Genmab ...
Genmab,Jennifer Mattison - Clinical Trial Manager - Genmab | LinkedIn,https://www.linkedin.com/in/jennifer-mattison,"Jennifer Mattison. Clinical Trial Quality Oversight, Site and CRO Relationship Management, Clinical Trial Management. Genmab University of Colorado Boulder ..."
Genmab,"Lindsay Herbein - Consultant, Clinical Research Scientist - Genmab ...",https://www.linkedin.com/in/lindsay-herbein-45a8899,"Experience. Genmab Graphic. Consultant, Clinical Research Scientist. Genmab. Feb 2023 - Present 1 year 7 months. NexImmune, Inc. Graphic. Senior Director ..."
